name,iteration,exec_time_1_us,exec_time_2_us
B6,77,6389.384999998527,6820.2600000013545
B6,78,6464.507999996982,6563.245000002382
B6,79,6398.68300000046,6540.162000000293
B6,80,6486.788000000132,6408.918000001762
B6,81,6406.38100000146,6460.107999998854
B6,82,6743.372999999054,6601.356000000891
B6,83,6996.839999999338,6520.109000000219
B6,84,6458.344000002115,6493.822999999566
B6,85,6469.220999999692,6791.001000003405
B6,86,6386.551000002072,6594.212999999627
B6,87,6470.41100000223,6807.729000001928
B6,88,6317.577000000796,6479.864999999308
B6,89,6415.685000000338,6534.070000000725
B6,90,6448.782000003206,6563.526000000764
B6,91,6412.285999999767,6597.165999998822
B6,92,6346.879000002304,6578.130999997711
B6,93,6404.538999998266,6567.62200000216
B6,94,6299.460000001034,6451.521000002458
B6,95,6340.363999999709,6595.851000000152
B6,96,6371.205999997187,6423.265000002231
B6,97,6394.547999995837,6518.7120000018695
B6,98,6317.557999999224,6463.496000002067
B6,99,6297.074000002567,6630.95499999855
B7,1,4908.617000000115,4849.035999999974
B7,2,5594.537999999982,4886.821000000152
B7,3,5184.17200000032,4790.3680000001
B7,4,4339.104000000039,4279.14400000029
B7,5,4223.727000000288,4409.202000000168
B7,6,4415.230999999853,4250.258999999978
B7,7,4314.983999999633,4515.758999999786
B7,8,4456.231999999894,4290.682000000601
B7,9,4371.499999999529,4435.796000000103
B7,10,4798.101999999638,4739.885000000221
B7,11,4947.550999999883,4848.754000000177
B7,12,5002.763000000243,4834.758000000327
B7,15,4736.056999999682,4780.817000000326
B7,16,4828.417999999779,4788.375999999595
B7,17,4718.987000000397,4612.2009999995935
B7,18,4613.201000000622,4837.474000000341
B7,19,4705.919000000058,4719.308999999505
B7,20,4705.139000000358,4700.5079999999925
B7,21,5152.630000000436,4847.033999999972
B7,22,5146.329999999643,4733.316000000265
B7,23,4938.16200000019,4817.354000000051
B7,24,4588.339999999746,4810.690999999423
B7,25,5172.791999999759,4813.226999999642
B7,26,4665.587999999942,4711.077999999702
B7,27,4710.842999999798,4764.940000001161
B7,28,4664.017999999714,4586.4169999987325
B7,29,4662.134000000151,4731.603999999834
B7,30,4837.863000000553,4689.278999999047
B7,32,4743.399000000537,4774.890000000198
B7,33,4667.362999999369,4859.756000000104
B7,34,4646.53300000073,4774.783000000227
B7,35,4634.242999999927,4739.981000000171
B7,36,4549.394999999734,4749.825999999402
B7,37,4601.909999999876,4638.504000000765
B7,38,4522.145000001032,4650.164999999262
B7,39,6180.085000000446,4687.254000000252
B7,40,4565.994000000018,4569.66099999967
B7,41,4656.475000000882,4631.352000000533
B7,43,4814.058999999204,4618.179000001277
B7,44,4606.163000000052,4710.301000001138
B7,45,4834.342000000546,4749.212000000114
B7,46,4557.944000000091,4816.2579999999625
B7,47,4624.940000001132,4780.005999998949
B7,48,4559.312999999676,4633.916000001293
B7,49,4697.804999999278,4632.331999999906
B7,50,4538.167999999842,4659.730000000195
B7,51,4696.550000000244,4819.514999999441
B7,52,4551.297999999093,4648.830000000715
B7,53,4555.950000000308,4752.887999998734
B7,54,4567.71300000014,4558.163999998755
B7,55,4615.078999998801,4727.427000000617
B7,56,4686.332999998655,4759.852000001175
B7,57,4631.036999999338,4719.657000000765
B7,59,4748.079999998822,4727.358000000237
B7,60,4671.819999998661,4788.632000000348
B7,61,4763.720999999777,5151.144000002716
B7,62,4045.659999999174,4221.120000000411
B7,63,4720.586000001248,4958.310999999327
B7,64,4830.686000001805,4875.224999999262
B7,65,4717.690999999746,4624.053999997102
B7,66,4616.694999999282,4683.95599999738
B7,67,4735.163999999514,4697.897999999867
B7,68,4595.272999999623,4720.72199999829
B7,69,4743.316000002551,4721.7890000013085
B7,70,4588.380999997809,4690.724999999674
B7,71,4630.9700000009,4600.4229999994095
B7,72,4560.620000003013,4685.182999999426
B7,73,4500.473000000227,4706.6559999997535
B7,74,4414.494000002378,4705.6249999997135
B7,75,4658.175999999514,4712.7350000018
B7,76,4519.908999998989,4654.230999999953
B7,77,4606.238000000929,4660.007999998328
B7,78,4566.589000003063,4639.956999998418
B7,79,4627.487000000485,4667.962999999276
B7,80,4556.025999999491,4613.351999999793
B7,81,4062.085000001048,4152.809000000701
B7,82,4572.963999997626,4736.434999998096
B7,83,4812.970000003247,4574.099999999248
B7,84,4525.892000000198,4757.2049999971005
B7,85,4894.451999998495,4691.761000000128
B7,86,4586.572000000899,4661.083999998538
B7,87,4722.067999999525,4627.701999996958
B7,88,4534.507000002463,4623.866999999393
B7,89,4627.642000002652,4664.212999998085
B7,90,4564.56099999869,4627.863999999704
B7,91,4631.82200000034,4657.65199999879
B7,92,4732.657999998224,4775.544000001019
B7,93,4571.953999999323,4682.611999999864
B7,94,4628.60999999748,4753.345000001019
B7,95,4678.624000000298,4707.30800000041
B7,96,4526.993999999007,4727.802000001447
B7,97,4819.346000001446,4713.565000002973
B7,98,4865.241000000964,4760.308999998131
B7,99,4716.9500000023845,4804.792999998143
B8,2,12477.45099999964,14304.847000000009
B8,3,12540.762000000428,14269.21099999845
B8,4,12616.088999999774,14255.516000000413
B8,5,13217.49999999966,14484.045999999753
B8,6,12040.274000000296,14493.231999999523
B8,7,12633.224999998303,14455.5749999995
B8,8,12780.679999998769,14655.366000003056
B8,9,13064.15599999866,14523.772000000434
B8,11,11556.920000000304,12844.174000001374
B8,12,11319.988000000336,12884.15899999862
B8,13,11959.797999999466,12974.092000000326
B8,14,11700.808000000508,12957.97599999915
B8,15,11544.784000001584,13173.769000001555
B8,16,11475.621999998964,12952.255000001856
B8,17,11735.851000000965,13061.978999999725
B8,18,11320.86300000168,12762.084000002003
B8,19,12018.974000000071,13092.265000004489
B8,20,11438.030000000765,12808.726000002936
B8,21,12563.950999997076,13752.35599999769
B8,22,11830.011999997225,13264.251999999033
B8,23,11992.687000002888,13550.031999997716
B8,24,11674.6519999964,13387.807000000865
B8,25,11747.958000000835,13637.99599999993
B8,26,11826.175000003048,13338.109999999404
B8,27,11827.904999996974,13443.001999995377
B8,28,11665.207000000066,13454.47300000302
B8,31,12699.417999996856,14321.062999997026
B8,32,12373.234999998316,13921.095000000603
B8,33,12237.125999995158,14087.004000003844
B8,34,12357.35299999874,13700.644000003593
B8,35,12451.708000000395,13947.18099999892
B8,36,12431.7279999957,13747.860999998808
B8,37,12178.102999996554,13770.735999997896
B8,38,12236.11600000396,13744.94099999879
B8,39,12546.364000002086,13850.666999999816
B8,40,11995.196000000871,13781.000999998128
B8,41,12365.439999996395,14073.42999999628
B8,42,12297.197999998843,13374.839999997334
B8,43,12346.82600000525,14016.961000002935
B8,44,12475.143999992611,13913.078999991058
B8,45,12363.402000005408,13857.889999997042
B8,46,12271.681999990848,13929.920000009588
B8,47,12605.633000006834,13888.352999998688
B8,48,12251.335000001973,13720.677999998545
B8,49,12240.660000003343,13900.42500000277
B8,50,12452.272999993853,13767.422000000806
B8,51,12416.084999998133,13967.68299998996
B8,52,12323.901999991447,13775.499999994168
B8,53,12663.071000005744,14028.813999999556
B8,54,12358.59499999492,13755.94700000704
B8,55,12504.11399999507,14006.119999990571
B8,56,12046.87999999976,14059.212000006482
B8,57,11557.430999999951,13911.331000002749
B8,58,12452.96000000451,13956.087000011052
B8,59,12591.28400000975,14119.8849999995
B8,60,12250.612999991972,13705.279000006954
B8,61,12161.857999998916,13979.633000005266
B8,62,12274.65699999186,13877.649000008318
B8,63,12764.63499999636,14085.794999999736
B8,64,12508.804999995958,14021.076000005904
B8,65,12561.367000003542,13788.181000009556
B8,66,12120.379999998931,12509.28599999668
B8,67,12606.192999996323,13892.61500000316
B8,68,12246.825999994826,13633.697000003052
B8,69,12349.4380000011,14392.02499999226
B8,70,12451.891000011983,14027.970000000778
B8,71,12546.251000003394,12868.741000005455
B8,72,12534.57400000002,13757.863999998675
B8,73,12279.524999996738,13916.58800000073
B8,74,12203.062000011756,13980.794999994829
B8,75,12135.165999993093,13937.671000007867
B8,76,12374.513999986902,12715.479999997116
B8,77,12373.349000000644,14183.834000007775
B8,78,12084.762000000635,13816.08200000528
B8,79,12216.437999995833,13983.568000000449
B8,80,12261.646000013116,13834.806999994951
B8,81,12528.177999996617,12796.49299999619
B8,82,11960.072999997352,13870.212000000492
B8,83,12241.36199999748,14170.69500000423
B8,84,12179.19500000164,14285.512000000725
B8,85,12403.570000003583,13876.40999999462
B8,86,12129.704000003016,13790.041000007135
B8,87,12211.871000005203,14036.965999991937
B8,88,12234.422000005909,14021.094999989711
B8,89,12258.712000004834,13852.85099999578
B8,90,12114.355999997882,13818.020000002209
B8,91,12321.087000003672,12989.043000004584
B8,92,12060.825000006049,13868.793000000323
B8,93,12293.204999991758,13901.043000004163
B8,94,12437.503000001016,13719.90199999118
B8,95,12291.954999994914,14157.233000020142
B8,96,12481.723000007603,13870.857999989994
B8,97,12200.924000012492,14116.080999997394
B8,98,12282.267000017557,13684.87899998172
B8,99,12443.731000018945,13921.794999987467
B9,1,2916.539999999968,3084.638000000029
B9,2,3063.174000000002,2962.4759999999915
B9,3,2846.2549999999087,3286.225999999948
B9,4,2877.3979999998646,3184.3629999999125
B9,5,2987.2730000000124,3200.024000000301
B9,6,2884.176999999877,3215.465999999889
B9,7,3068.7749999995794,3256.642000000198
B9,8,2916.4400000003534,3112.7679999998213
B9,9,3064.023999999943,3296.4899999998743
B9,10,3074.028999999978,3118.544000000334
B9,11,2898.901999999648,2960.6120000003066
B9,12,3116.4119999997906,3257.818999999884
B9,13,3080.4429999999884,3234.253999999659
B9,15,3088.792999999868,3172.86100000036
B9,16,3180.204999999603,3113.788999999478
B9,18,3012.128999999142,3173.281000000472
B9,19,2953.716000000384,3108.8590000001304
B9,20,2775.8520000000785,3121.693000000647
B9,21,2886.0800000005684,3092.1769999991966
B9,22,3022.7109999998447,3145.588000000643
B9,23,3120.8470000008147,3167.393000000018
B9,24,2799.3740000002986,3189.508999999369
B9,26,3125.8350000005207,3219.3640000004466
B9,27,3113.5359999998614,3153.0430000001884
B9,28,3050.167000000492,3116.9269999997696
B9,29,3020.820999999785,3125.087999999998
B9,30,2949.307999999817,3228.672999999738
B9,31,2830.85099999969,3195.757000000299
B9,32,2708.117000000065,3104.009000000296
B9,33,2853.549000000122,3139.1430000002883
B9,34,3125.3730000004866,3175.623999999821
B9,35,3072.5289999997685,3047.707000000344
B9,36,2779.236000000296,3134.0800000005943
B9,37,3034.057999999895,3124.356999999911
B9,38,2930.003000000348,3043.0990000001048
B9,39,2877.7489999995964,3052.6310000000835
B9,40,3008.161000000342,3108.1130000005787
B9,41,2928.778000000242,3078.2230000001578
B9,42,2893.433000000556,3093.343000000637
B9,43,3005.323000000004,3237.0829999992525
B9,44,2901.9689999998377,3097.979000000528
B9,45,2883.10399999947,3217.407000000172
B9,46,2928.035000000051,3075.942000000609
B9,47,2890.0680000001344,2988.2500000004698
B9,48,2862.182000000324,3071.0890000005265
B9,49,2878.4259999996566,3024.0319999998987
B9,50,2815.7619999999997,3129.8799999994744
B9,51,2743.5200000001105,3022.7339999999717
B9,52,2903.714999999529,3377.4419999996758
B9,53,2980.9500000004264,3047.159000000299
B9,54,2952.649000000029,3082.443000000268
B9,55,2883.675999999724,3003.6339999997
B9,56,2714.983000000615,3055.594000000106
B9,57,2830.041000000172,3034.237999999689
B9,58,2881.8829999996965,3019.759999999927
B9,59,2798.177999999929,3085.585000000002
B9,60,2730.0999999999576,3130.373000000297
B9,61,2957.4119999997706,3102.457999999864
B9,62,2912.938999999781,2988.907000000652
B9,63,2869.4780000000364,3337.807000000304
B9,64,2875.537999999622,3099.4580000003325
B9,65,2809.734000000397,3071.643000000179
B9,66,2718.851000000022,3007.000000000204
B9,67,2929.4919999998115,2992.5529999994537
B9,68,2845.897000000264,2975.756000000551
B9,69,2731.5300000001484,3021.055999999689
B9,70,2806.016000000078,3113.55300000038
B9,71,2929.6509999996447,3056.3189999996966
B9,72,2942.9630000006314,3076.0939999998627
B9,73,2764.342999999947,3059.072000000107
B9,74,3150.2950000001915,3149.2850000001126
B9,75,2777.460999999981,3108.538000000216
B9,76,3002.9080000000263,3071.9940000008
B9,77,2971.4690000002265,3092.181000000416
B9,78,2944.9299999999566,3053.9200000001542
B9,79,2726.331000000748,3129.168000000071
B9,80,2775.2689999998024,3076.9749999999262
B9,81,2945.343999999572,3037.8889999997937
B9,82,2770.6470000001814,3075.2880000006758
B9,83,3002.830000000678,3340.886000000154
B9,84,2942.442000000156,3318.018000000756
B9,85,2987.4750000002946,3303.1150000004677
B9,86,2925.697000000227,3145.246999999962
B9,87,2900.954000000233,3060.7460000000588
B9,88,2795.569000000775,3068.3590000002423
B9,89,2973.700000000079,3001.409999999538
B9,90,3041.6300000002398,3102.5839999996306
B9,91,2971.445000000017,3082.1109999994437
B9,92,2732.714999999608,3053.957999999746
B9,93,2832.519000000033,3104.693000000047
B9,94,2777.5510000003223,3042.999999999907
B9,95,2748.5580000004006,3030.485000000027
B9,96,3074.961000000265,3114.336000000329
B9,97,2892.307000000649,3076.5090000004493
B9,98,2988.414999999911,3096.204999999408
B9,99,2952.880999999685,3140.829000000345
B10,2,4157.490999999957,4196.398000000157
B10,3,4155.12699999998,4147.628999999986
B10,4,4171.782999999873,4103.074999999956
B10,5,4081.017999999936,4177.135999999804
B10,6,4187.75299999985,4194.7890000000325
B10,7,4122.286999999947,4108.310000000115
B10,8,4208.108999999904,4077.432999999964
B10,9,4048.754000000043,4194.523000000006
B10,10,4040.6020000001154,4223.832999999955
B10,11,4096.608000000002,4266.926999999976
B10,12,4093.689999999928,4161.169000000075
B10,13,4076.251000000086,4140.288000000103
B10,14,4070.373999999877,4150.665999999914
B10,15,4078.5450000000446,4167.319000000002
B10,16,4140.060999999972,4101.380000000044
B10,17,4118.285999999971,4199.755999999999
B10,18,4083.469999999867,4172.764999999856
B10,19,4080.7279999999214,4163.6220000000885
B10,20,4088.9269999997423,4118.818999999885
B10,21,4096.020999999617,4195.781999999593
B10,22,4053.840000000086,4082.579000000308
B10,23,4022.340000000124,4071.890000000078
B10,24,4181.14600000008,4065.21400000015
B10,25,4063.826999999964,4233.131999999973
B10,26,4105.830999999948,4163.879000000037
B10,27,4057.437000000164,4164.299999999787
B10,28,4067.072000000227,4081.73899999964
B10,29,4008.942999999654,4122.4739999998765
B10,30,4041.632999999933,4142.584000000226
B10,31,4064.33599999989,4152.4950000000335
B10,32,4093.198000000076,4150.480999999928
B10,33,4091.6499999998914,4285.342000000192
B10,34,4052.7959999998575,4124.304999999939
B10,35,4224.035000000014,4099.108000000129
B10,36,4013.7379999998234,4120.577000000125
B10,37,4049.026000000122,4141.2880000000205
B10,38,4023.801999999854,4163.050999999918
B10,39,4149.786999999794,4156.541999999597
B10,40,4031.099000000093,4067.1570000001534
B10,41,4006.700000000141,4109.181000000017
B10,42,3997.523999999864,4058.459999999986
B10,43,4070.412999999995,4138.890000000118
B10,44,4169.226000000137,4147.08500000005
B10,45,4106.367999999971,4123.6989999999805
B10,46,4012.08800000008,4033.143999999656
B10,47,4138.0329999998185,4089.1230000004166
B10,48,4118.774999999797,4047.0630000002393
B10,49,4082.208999999893,4184.872000000173
B10,50,4019.512000000169,4073.507999999837
B10,51,4019.448999999842,4172.730999999708
B10,52,4068.906000000094,4087.638999999754
B10,53,4020.729999999695,4075.294999999812
B10,54,4015.48300000032,4121.104999999848
B10,55,4053.095000000173,4101.302999999668
B10,56,4053.980000000124,4125.691999999681
B10,57,4128.098999999886,4074.877999999948
B10,58,3991.679000000304,4115.286000000217
B10,59,3988.042000000469,4053.542999999493
B10,60,4038.3449999996656,4131.136999999896
B10,61,4073.8529999995167,4054.103999999725
B10,62,4046.092000000279,4140.297999999376
B10,63,4022.153000000195,4166.502999999544
B10,64,4204.042000000463,4189.865999999931
B10,65,4080.027999999736,4219.945000000002
B10,66,4136.789999999557,4041.9819999995
B10,67,4226.031000000851,4445.38600000044
B10,68,4389.871999999961,4243.91899999943
B10,69,4138.277000000024,4210.33599999987
B10,70,4086.6649999999895,4109.267000000472
B10,71,4408.4319999999625,4301.832999999533
B10,72,4449.029999999965,4218.455000000176
B10,73,4471.670000000038,4242.877000000256
B10,74,4169.942999999954,4097.211000000378
B10,75,3683.946999999854,4091.831000000212
B10,76,3685.189000000477,4088.535000000171
B10,77,3674.9069999997273,3977.633000000757
B10,78,3633.146000000309,4034.874000000244
B10,79,3687.6929999998256,4045.516999999777
B10,80,3679.900000000736,4017.9629999999024
B10,81,3576.943999999749,3890.600999999272
B10,82,3554.4800000000264,3948.4779999998655
B10,83,3471.6250000004225,3788.205000000211
B10,84,3499.3199999995286,3897.9890000003793
B10,85,3537.389999999973,3937.4639999998353
B10,86,3536.850999999785,3890.467999999814
B10,87,3506.8420000001765,3873.1629999997353
B10,88,3495.9830000005354,3907.0629999997664
B10,89,3509.548000000251,3821.460000000165
B10,90,3515.522000000715,3863.997999999924
B10,91,3392.0609999995577,3662.019000000072
B10,92,3364.121999999803,3758.949000000733
B10,93,3344.8360000001285,3746.442000000627
B10,94,3353.419999999829,3709.881999999887
B10,95,3362.316000000476,3758.786000000569
B10,96,3363.742000000336,3722.2809999999386
B10,97,3333.1300000005726,3693.286999999934
B10,98,3334.6209999995936,3664.05599999986
B10,99,3333.7150000001257,3728.501000000328
B11,4,6938.535999999996,6966.217999999996
B11,5,7022.902999999997,6972.693000000002
B11,8,6927.452,6964.349000000008
B11,9,6919.881999999989,6988.928999999977
B11,10,6985.376000000043,6966.517999999977
B11,11,6947.927999999992,6995.344000000015
B11,12,6937.903999999995,6955.163000000042
B11,13,6951.311999999987,6947.914
B11,14,6948.012000000003,6955.305000000023
B11,15,6906.540000000016,7050.534999999969
B11,16,6947.986999999989,6993.682000000001
B11,17,7196.656999999996,6956.987000000026
B11,19,7004.157999999982,6990.048999999998
B11,20,6944.651999999996,6983.41600000002
B11,21,6890.600000000025,6940.476000000029
B11,22,6918.493999999997,6960.429000000046
B11,23,6949.205000000069,6949.95899999995
B11,24,6971.696000000027,6981.050000000044
B11,25,6928.559999999972,6964.714000000094
B11,26,6946.173,6916.656000000021
B11,27,6908.837999999972,6965.22300000002
B11,28,6915.0359999999855,6938.958999999967
B11,29,6904.749000000043,6957.091999999942
B11,30,6926.48100000004,6944.809000000052
B11,31,6884.796999999998,6996.051999999975
B11,32,6968.642999999996,6972.886000000011
B11,33,6943.173999999996,6968.368000000002
B11,34,6896.279999999977,6977.642000000062
B11,35,6950.741000000038,6994.940000000005
B11,36,6939.858000000077,6984.486999999984
B11,37,6941.647999999967,6946.631999999897
B11,38,6978.843999999928,6925.00000000007
B11,39,6901.60399999995,6998.827999999957
B11,40,6933.27900000007,6935.313000000054
B11,41,6917.891999999925,6960.6939999999895
B11,42,6909.917000000099,6942.757999999993
B11,43,6957.266000000018,6924.0969999999625
B11,44,6975.4909999999445,7019.576000000027
B11,45,6926.251999999966,6951.853999999979
B11,46,6908.973000000041,6920.624000000042
B11,47,6897.245999999968,6908.047000000029
B11,48,6910.055999999942,6940.563000000011
B11,49,6917.393000000049,6988.254000000027
B11,50,6957.775999999915,6954.857999999953
B11,51,6908.32600000002,6941.295000000069
B11,52,6915.509999999903,6953.466999999991
B11,53,6913.717999999958,6979.620000000075
B11,54,6942.293000000044,6969.702999999994
B11,55,6903.286000000008,6923.890000000155
B11,56,6964.345000000094,6936.076999999985
B11,57,6900.333000000147,6930.155000000049
B11,58,6939.975000000099,6937.800000000216
B11,59,6916.649999999969,6933.524999999996
B11,60,6911.799999999913,6990.060000000131
B11,61,6893.955000000007,6935.308000000085
B11,62,6909.145000000061,6886.385999999911
B11,63,6937.265000000137,7060.658999999969
B11,64,6923.527999999957,6994.981999999927
B11,65,6946.154999999843,6940.764000000099
B11,66,6909.671999999922,6969.572000000035
B11,67,6902.607999999866,6947.811000000082
B11,68,6910.799999999995,6938.847000000026
B11,69,6889.541999999915,6916.633999999977
B11,70,6946.976000000049,6940.423999999945
B11,71,6914.437999999912,6928.943000000132
B11,72,6940.585999999805,6924.428000000038
B11,73,6880.146999999947,6928.239000000058
B11,74,6885.477000000195,6927.418000000074
B11,75,6901.424999999906,6968.073999999991
B11,76,6894.366000000041,6936.962000000158
B11,77,6900.369999999878,6917.368999999952
B11,78,6906.336999999985,6962.246000000061
B11,79,6896.352999999911,6935.302999999893
B11,80,6903.462999999999,6963.938000000169
B11,81,6951.17699999992,6918.120999999999
B11,82,6901.7700000000295,6930.698999999985
B11,83,6913.796000000083,6930.387000000149
B11,84,6907.1210000000165,6915.848999999863
B11,85,6942.06399999997,6947.569000000042
B11,86,6895.439000000003,6942.766000000101
B11,87,6902.637000000045,6930.85300000007
B11,88,6884.039000000009,6916.193999999987
B11,89,6887.340000000019,6918.548999999885
B11,90,6903.528999999909,6932.093999999945
B11,91,6883.089000000009,6935.4200000000255
B11,92,6919.942999999984,6915.404999999985
B11,93,6922.232999999834,6927.247000000136
B11,94,6882.826999999869,6905.978999999896
B11,95,6889.837999999982,6959.136000000088
B11,96,6909.7610000001805,6991.535000000049
B11,97,6909.796999999829,7013.16800000007
B11,98,6876.39799999995,6987.894999999966
B11,99,6885.74799999997,7031.752000000058
B12,1,24119.15400000009,22860.07599999995
B12,2,22305.50300000012,22709.59699999997
B12,3,22579.075999999972,22066.1510000002
B12,4,23175.19300000015,22756.803000000047
B12,5,23511.6660000001,23370.50600000001
B12,6,23559.33700000001,23116.22200000052
B12,7,22555.03700000005,22298.4119999996
B12,8,22891.33199999949,22391.61600000017
B12,10,22582.671000000333,22957.59500000116
B12,11,23655.577999999623,23231.196999999425
B12,12,23146.430999998916,22938.050999998795
B12,15,23818.68800000042,23012.87599999924
B12,16,23679.86600000016,22099.868999999828
B12,17,23507.79300000028,22689.584000000097
B12,18,22952.01800000157,22719.969000000616
B12,19,23185.265999998705,23825.97200000092
B12,20,22964.6179999996,23067.542000003272
B12,21,23375.30099999796,23161.55200000125
B12,22,23014.252999999484,22287.488999999998
B12,23,22975.458000001225,22416.90399999996
B12,24,22499.71799999884,22955.70400000102
B12,25,24018.85300000117,23716.960999998093
B12,26,23082.366000000577,23419.120999999875
B12,27,23083.896000002824,22605.81100000181
B12,28,22796.08999999993,22552.872999998643
B12,29,23314.356000000203,22719.37300000104
B12,30,23395.350999997787,21978.338000000265
B12,31,22276.80900000095,23167.26300000127
B12,32,22920.35500000012,22765.97799999891
B12,33,23495.268000001342,22989.73200000276
B12,34,23015.373999999865,23479.04299999825
B12,35,23874.092999996323,22998.65199999829
B12,36,22671.56899999634,22382.407000002047
B12,37,23319.4909999952,22591.351999999177
B12,38,22991.30599999444,23261.356999995543
B12,39,23170.113000006157,23112.59000000376
B12,40,22932.527999998343,23057.885000000057
B12,41,23744.17800000117,23444.48099999852
B12,42,23299.326000000063,22377.70900000413
B12,43,23687.45199999722,22961.242000000937
B12,44,23594.94699999942,22554.800000001764
B12,45,23685.52200000096,23442.969000001314
B12,46,22824.70400000136,21717.277999997008
B12,47,23114.186000000813,23806.024999998957
B12,48,23123.435999998776,23140.773000001504
B12,49,22832.45699999981,22910.52900000068
B12,50,23000.50499999884,22248.20900000424
B12,51,23408.009000000617,22906.28699999786
B12,52,22491.399000003297,22683.438000001388
B12,53,23669.895000004715,23145.278000001214
B12,54,22816.67700000156,22683.411000002707
B12,55,23349.18399999708,23070.879999998797
B12,56,22666.649000001373,23048.8770000008
B12,57,23085.61600000303,22546.681000001456
B12,58,22343.161999998527,23498.747000004983
B12,59,23213.310000002708,22272.6010000045
B12,60,23245.6749999983,22633.921000000613
B12,61,22478.16599999908,22879.71700000213
B12,62,22800.146000001576,22662.74600000173
B12,63,22908.496999995976,22462.2289999985
B12,64,23786.080000000708,22114.86800000273
B12,65,22938.027000002137,22754.96899999752
B12,66,22766.824000001405,22642.08900000142
B12,67,23303.927999997144,23452.464000001783
B12,68,22790.87000000146,22842.556999997043
B12,69,23263.06599999839,22557.48299999993
B12,70,23294.706000001497,22634.61200000449
B12,71,22404.821999998603,23364.06899999588
B12,72,22582.482000004235,23002.73000000175
B12,73,23080.008999997404,23127.68800000242
B12,74,22592.79399999059,22175.949000001085
B12,75,23314.314999993258,23633.434999993595
B12,76,22833.98900000577,23317.05400000317
B12,77,22532.069999996907,22617.03699998918
B12,78,22984.359999995264,22514.18400000205
B12,79,22558.6480000004,23909.96900000175
B12,80,22290.377000004468,22675.887000005445
B12,81,22973.18399999426,23101.11600000653
B12,82,23226.8759999954,23138.99700000377
B12,83,23461.358000005817,22929.82099999108
B12,84,23375.11699998629,22798.25299999061
B12,85,23947.24299999496,23044.107000004034
B12,86,23156.53699999132,22889.047000006714
B12,87,22257.4529999946,23108.17900000473
B12,88,23044.12099999809,22556.910000005813
B12,89,23392.928999996344,23241.92399998992
B12,90,23239.19799999885,22560.84300000793
B12,91,23166.81500001039,22540.74400001116
B12,92,23112.33999999729,22859.52400001179
B12,93,22884.458999996583,23439.977999998973
B12,94,22897.86099998992,22351.25300001073
B12,95,23763.54599999786,23015.652999987426
B12,96,22535.97499999671,22842.318999991563
B12,97,23212.11399998901,23060.704000002374
B12,98,23242.81600000688,22792.30099999552
B12,99,22894.114999999714,23366.148000008023
B13,1,3835.67500000001,3893.773999999989
B13,2,3184.611000000004,3919.069999999969
B13,3,3699.956000000004,3427.0809999999983
B13,4,3577.81000000007,3471.116000000052
B13,5,3636.287000000071,3863.852999999917
B13,6,3634.675000000032,3802.955000000052
B13,7,3736.3510000000265,3754.223000000056
B13,8,3720.0729999999903,3760.348000000025
B13,9,3879.575000000024,3796.069999999929
B13,10,3540.762000000086,3777.688999999862
B13,11,3614.312000000064,3846.341000000031
B13,12,3579.2620000001384,3794.137000000086
B13,13,3814.9610000000057,3832.737999999836
B13,14,3594.8599999999774,3794.2810000000095
B13,15,3660.565000000116,3848.136999999863
B13,16,3566.938999999936,3849.275000000097
B13,18,3541.677999999937,3855.321999999717
B13,19,3615.0589999999206,3851.56199999992
B13,20,3605.106000000191,3793.515999999997
B13,21,3565.133999999581,3859.869000000238
B13,22,3543.244999999917,3798.489999999877
B13,23,3569.815999999726,3876.4530000001687
B13,25,3769.6760000001104,3948.68199999987
B13,26,3769.788000000052,3829.40300000012
B13,27,3617.59500000014,3886.4620000000905
B13,28,3791.815000000032,3834.137000000126
B13,29,3592.911000000143,3799.141000000006
B13,30,3476.908000000112,3803.424
B13,31,3756.4380000003616,3856.018000000016
B13,32,3795.091999999833,3802.2450000001486
B13,34,3813.748000000228,3873.945000000045
B13,35,3600.4020000000028,3862.7490000000544
B13,37,3700.008000000033,4065.588999999648
B13,38,3663.704000000045,3823.478000000158
B13,39,3694.0080000000817,3836.624999999927
B13,41,4221.17100000019,3702.512000000269
B13,42,3781.75399999936,3798.193000000616
B13,43,3667.85000000025,3764.823000000028
B13,44,3469.338999999572,3807.91899999977
B13,45,3888.653999999825,3813.528999999427
B13,46,3531.4859999999726,4069.1499999994103
B13,47,3491.644000000349,3770.531999999882
B13,48,3884.920000000847,4017.165999999683
B13,49,3774.86399999949,3795.919999999953
B14,2,4091.906999999839,4052.051999999584
B14,3,4159.067999999877,3935.234000000065
B14,6,4123.927000000193,4220.757000000574
B14,7,4114.500000000021,4487.909000001622
B14,8,4259.5690000002405,3853.727000000973
B14,9,4065.658000000028,4063.6529999993354
B14,10,4852.771000001255,3964.2250000007098
B14,11,4324.409999998835,4035.925000000162
B14,12,4164.044999999561,4216.628
B14,13,4148.474000000846,4145.937999997073
B14,14,4266.85899999768,4201.254000001598
B14,15,3738.768999998143,3726.2729999980593
B14,16,3768.197999999501,4248.150999998757
B14,17,4028.976000000739,3855.5010000003167
B14,18,4167.058000000168,3895.189000001409
B14,19,4075.086000000283,3823.891999999773
B14,20,3784.555999999384,3855.1089999998567
B14,21,3873.761000001252,3965.2340000024815
B14,22,3939.597000002237,4005.482000000171
