name,iteration,exec_time_1_us,exec_time_2_us
B1,35,2452.438000000168,2340.079000000106
B1,36,2184.7550000000383,2087.00499999992
B1,37,2167.800000000053,2107.898000000219
B1,38,2214.8929999996626,2212.9460000002155
B1,39,2267.6669999999176,2437.306000000028
B1,40,2336.5399999999427,2396.424000000064
B1,41,2358.037999999673,2339.511000000183
B1,42,2065.3429999999416,2066.8919999997647
B1,43,2270.372000000797,2096.577999999738
B1,44,2288.115999999896,2287.375999999952
B1,45,2245.3599999998632,2301.763000000178
B1,46,2354.999999999663,2283.0039999997
B1,47,2427.293000000219,2359.2190000005785
B1,48,2423.212000000063,2239.5230000000765
B1,49,2312.642999999781,2266.9799999999186
B1,50,2294.109000000155,2314.9729999998312
B1,51,2472.39799999921,2401.0170000003936
B1,52,2228.202999999596,2262.681000000377
B1,53,2428.306999999741,2428.1090000002337
B1,54,2407.604000000063,2269.97999999945
B1,55,2314.3539999992413,2250.68900000025
B1,56,2404.670000000664,2204.254000000461
B1,57,2232.267000000121,2553.241000000206
B1,58,2151.468000000101,2099.891000000298
B1,59,2278.4489999994053,2303.297000000093
B1,60,2285.171000000474,2184.3849999996223
B1,61,2269.779999999777,2160.500000000454
B1,62,2230.595000000335,2230.117999999948
B1,63,2338.9690000001906,2455.90100000026
B1,64,2517.544999999899,2342.1910000003263
B1,65,2251.659000000572,2062.2970000001574
B1,66,2174.838000000179,2311.946999999925
B1,67,2366.9979999993984,2336.149999999648
B1,68,2173.7659999994107,2331.826999999897
B1,69,2607.8610000004333,2442.091999999896
B1,70,2569.755999999757,2411.0520000002466
B1,71,2463.910000000347,2431.346999999917
B1,73,2376.4030000004154,2327.2990000000605
B1,74,2275.129999999237,2160.177000000374
B1,75,2331.233000000488,2368.9600000000864
B1,76,2110.6830000006125,2081.642000000272
B1,77,2118.661999999993,2091.016999999695
B1,78,2023.3110000003053,2026.6969999998
B1,79,1982.0109999999504,2027.37399999986
B1,80,1977.1629999993932,2004.6389999999192
B1,81,2067.083000000025,2049.8220000000347
B1,82,1987.454,2066.3000000000766
B1,83,1933.9050000004577,2094.2169999997877
B1,85,2348.7820000003267,2244.2109999998293
B1,86,2326.430000000101,2382.137999999756
B1,87,2205.0840000016337,2426.2570000015417
B1,88,2229.409999999987,2330.892999999889
B1,89,2427.5559999988877,2307.4859999994146
B1,90,2370.550000000193,2387.534999998664
B1,91,2350.079999999366,2155.9950000007434
B1,92,2388.182999998989,2226.983999999988
B1,93,2321.453000000417,2197.254999998677
B1,94,2335.2990000002906,2242.643000000655
B1,95,2204.8439999995394,2399.630000001096
B1,96,2371.4639999994347,2179.891000000822
B1,97,2225.3859999992187,2541.431999999233
B1,98,2460.8950000004625,2409.4229999995778
B1,99,2196.410999999898,2076.8649999993727
B2,1,2583.282999999992,2304.585999999997
B2,2,2392.015999999997,2484.282000000004
B2,3,2324.623000000025,2498.972000000044
B2,4,2277.0420000000067,2234.7289999999907
B2,5,2383.1000000000267,2416.407999999981
B2,6,2445.435000000052,2456.716000000081
B2,7,2342.145999999934,2494.084999999924
B2,8,2234.866000000002,2385.061999999993
B2,9,2302.521999999918,2436.5630000000583
B2,10,2225.432000000027,2310.052000000007
B2,11,2276.1690000001613,2396.983999999991
B2,12,2350.2349999999783,2334.027000000072
B2,13,2455.2719999999526,2276.447999999931
B2,14,2301.52100000014,2421.37500000017
B2,15,2313.8819999999337,2419.7960000000853
B2,16,2343.3059999999896,2470.4939999999897
B2,17,2544.690999999988,2398.82300000005
B2,18,2290.7670000000826,2563.584999999868
B2,19,2330.858999999963,2424.765999999856
B2,20,2189.58800000002,2311.010999999974
B2,21,2430.1739999998963,2296.322999999933
B2,22,2350.1919999997517,2445.757999999909
B2,23,2371.9859999999926,2354.1639999997697
B2,24,2238.9289999997786,2389.812000000102
B2,25,2409.419000000135,2275.5129999998403
B2,26,2310.209000000008,2409.790000000189
B2,27,2371.2119999999004,2379.9460000000217
B2,28,2249.240000000263,2442.065999999965
B2,29,2360.900000000221,2408.8829999997506
B2,30,2264.104999999628,2461.244000000029
B2,31,2308.213000000059,2482.037000000048
B2,33,2280.971999999881,2338.010999999973
B2,34,2299.0270000002865,2436.005999999935
B2,35,2338.4989999999384,2479.316000000065
B2,36,2292.0140000000088,2439.4829999998537
B2,37,2352.042000000054,2309.631999999784
B2,38,2180.829000000273,2284.6490000003605
B2,39,2520.642999999989,2637.032000000428
B2,40,2528.0639999998302,2542.032999999666
B2,41,2439.53000000019,2437.701000000292
B2,42,2533.155000000065,2426.0830000000237
B2,43,2314.4190000001786,2405.6730000001635
B2,44,2355.813000000317,2585.792999999725
B2,45,2486.2990000000805,2595.4550000006902
B2,46,2525.7959999995805,2450.6239999997347
B2,47,2338.379000000224,2382.804000000682
B2,48,2343.439000000558,2371.821999999746
B2,49,2240.6360000006844,2352.6829999998
B2,50,2327.5199999996944,2344.302999999215
B2,51,2440.0540000000246,2331.296000000372
B2,52,2226.224000000165,2411.7329999997496
B2,53,2324.089000000029,2467.199999999892
B2,55,2370.8970000004824,2385.7020000006555
B2,56,2527.505000000652,2491.1540000003283
B2,57,2312.410999999237,2456.2530000000747
B2,58,2225.853000000555,2495.4580000002834
B2,59,2434.6150000003063,2425.5939999999755
B2,60,2442.61600000062,2541.984999999692
B2,61,2144.8770000001005,2255.379999999363
B2,62,2437.3229999996584,2427.3610000005165
B2,63,2314.9520000007583,2589.9860000002664
B2,64,2321.259000000353,2379.880000000334
B2,65,2230.9370000002104,2331.0490000003624
B2,66,2530.7919999999485,2410.059999999881
B2,67,2413.1560000002496,2507.1080000005354
B2,69,2539.2909999997214,2532.523000000175
B2,70,2525.041000000172,2427.0120000000616
B2,71,2487.7769999998022,2422.924000000215
B2,72,2390.720999999374,2498.8349999999214
B2,73,2159.353000000586,2328.16500000066
B2,74,2447.3570000003165,2457.467000000157
B2,75,2286.2009999995435,2437.065000000516
B2,76,2263.7070000000035,2317.3029999998816
B2,77,2214.36999999991,2391.353999999346
B2,78,2232.1480000000447,2282.80500000011
B2,79,2287.351000000548,2314.3499999997985
B2,80,2372.3310000001165,2397.188000000661
B2,81,2237.714999999696,2457.1369999994986
B2,82,2090.193999999989,2392.0589999999465
B2,83,2426.6730000004345,2403.927000000472
B2,84,2159.9289999993944,2246.2699999996616
B2,85,2454.0809999997746,2397.1220000005287
B2,86,2429.801999999981,2478.4509999999927
B2,87,2551.9569999996606,2544.585999999072
B2,88,2419.594000000913,2472.6969999999683
B2,89,2442.596999999935,2499.7290000001726
B2,90,2276.5880000008565,2443.9069999999674
B2,91,2332.771000000733,2574.881000001028
B2,92,2356.1269999987644,2542.632999999128
B2,93,2539.39699999961,2449.1310000005483
B2,94,2385.053000001136,2587.481000000835
B2,95,2244.900999999189,2393.4050000011807
B2,96,2156.93500000036,2434.9479999994373
B2,97,2397.824999999188,2458.281999999201
B2,98,2262.819000000249,2426.3629999996538
B2,99,2380.190000000226,2536.0909999996293
B3,1,2665.0209999999897,2921.383
B3,2,2691.245999999925,2836.7609999999654
B3,3,2640.3049999998984,2856.3880000000986
B3,4,2745.5010000001503,2816.2830000000304
B3,5,2688.452000000119,2946.992000000037
B3,6,2775.540000000021,2593.2600000000416
B3,7,2524.5179999999755,2676.563999999937
B3,8,2656.535000000071,2764.1349999998342
B3,9,2603.5879999999347,2876.027000000114
B3,10,2598.435999999982,2891.777000000095
B3,11,2628.559000000141,2797.359999999971
B3,12,2266.996999999993,2825.4269999998805
B3,14,2680.4649999996323,2847.3810000000376
B3,15,2603.9609999997106,2781.313999999924
B3,17,2634.506999999786,2835.3740000000016
B3,18,2585.9380000001765,2815.9819999999945
B3,19,2651.140999999857,2948.8039999998605
B3,20,2643.944999999981,2802.10599999986
B3,23,2607.89100000025,2797.473000000217
B3,24,2533.161000000117,2840.2280000001665
B3,25,2558.888999999898,2882.005000000021
B3,26,2563.854000000365,2561.887000000152
B3,27,2667.474999999975,2790.099000000268
B3,28,2586.7530000001084,2768.0509999998826
B3,29,2641.120999999913,2791.1620000002918
B3,30,2514.550000000337,2963.352000000086
B3,31,2492.1430000000023,3048.052999999662
B3,32,2624.432000000176,2771.509000000005
B3,33,2549.026999999704,3048.784000000193
B3,34,2517.7490000003468,2995.98000000012
B3,35,2529.0170000000776,2941.268999999913
B3,36,2624.706999999837,2931.525999999796
B3,37,2558.7019999999684,2886.7910000003326
B3,38,2635.560999999953,2788.2880000000832
B3,39,2532.876999999711,2781.796999999919
B3,40,2561.9810000003795,2774.078999999929
B3,41,2456.5510000003064,2717.39999999987
B3,42,2616.2089999992586,2883.434000000129
B3,43,2563.395000000135,2767.405000000167
B3,44,2511.8710000002766,2783.9789999992704
B3,45,2612.302000000177,2619.81099999975
B3,46,2595.7580000000034,2706.7390000006244
B3,47,2515.3360000000903,2697.754999999802
B3,48,2544.1900000000574,2711.3899999999803
B3,49,2568.810999999727,2637.9849999997878
B3,50,2529.3160000003923,2891.9539999998638
B3,51,2462.721000000556,2732.1449999995198
B3,52,2653.6610000000846,2653.5100000000257
B3,53,2487.0129999996493,2727.4469999998278
B3,54,2583.475000000668,2678.719999999579
B3,55,2582.477000000694,2679.153000000767
B3,56,2450.0390000001817,2784.461000000071
B3,57,2490.7570000003434,2698.4939999996627
B3,58,2210.333999999925,2426.80200000045
B3,59,2226.451000000296,2493.4529999995902
B3,60,2500.0690000007708,2581.477999999748
B3,61,2575.7879999996903,2773.2949999998978
B3,62,2574.377000000183,2798.4729999994684
B3,63,2642.899000000476,2714.7840000001365
B3,64,2678.31200000046,2745.582000000191
B3,65,2711.706999999564,2720.101000000419
B3,66,2500.0379999999823,2694.7449999994437
B3,67,2555.662999999875,2764.7009999993697
B3,68,2547.364999999857,2692.084999999622
B3,69,2520.3710000001324,2760.2260000003653
B3,70,2478.6329999999525,2893.1700000001115
B3,71,2593.1290000000827,2876.1090000006816
B3,72,2587.525000000035,2655.261000000131
B3,73,2524.671999999839,2845.925000000804
B3,74,2571.6280000001034,2912.868000000124
B3,75,2490.847999999879,2688.1100000002434
B3,76,2503.654999999938,2665.775000000536
B3,77,2514.0569999999584,2658.954000000157
B3,78,2453.2830000003614,2735.3279999999813
B3,79,2539.317999999291,2728.829000000488
B3,80,2517.8919999993,2732.0109999999786
B3,81,2553.4770000001927,2648.3979999998296
B3,82,2499.127000000101,2667.100000000033
B3,83,2491.0120000001257,2632.7239999996978
B3,84,2718.085000000592,2700.8589999999444
B3,85,2638.6480000004653,2722.3249999996924
B3,86,2510.3569999993524,2840.409000000044
B3,87,2524.9659999992955,2723.0949999994536
B3,88,2456.3009999996057,2641.1980000000667
B3,89,2576.7859999996645,2738.569999999996
B3,90,2556.31399999956,2593.4439999995006
B3,91,2525.155999999917,2882.271999999908
B3,92,2643.8300000002355,2746.647999999574
B3,93,2497.707999999932,2671.040000000069
B3,94,2463.277999999569,2675.388000000112
B3,95,2630.888000000553,2919.357999999761
B3,96,2560.858999999916,2654.257999999743
B3,97,2503.3159999994227,2710.9730000001164
B3,98,2484.54300000045,2723.0990000006727
B3,99,2561.133000000382,2941.882000000007
B4,1,4144.825000000019,3884.816999999985
B4,2,3993.238999999982,3793.0000000000464
B4,3,4020.8419999999687,3880.247999999975
B4,4,4015.2879999999504,3772.853000000076
B4,5,3944.9030000000553,3844.539000000036
B4,6,3921.218000000004,3790.5620000000526
B4,7,3968.5280000000266,3846.5919999999264
B4,8,3885.460999999979,3767.86699999998
B4,9,3936.638999999964,3876.4510000000023
B4,10,3892.726999999985,3875.575999999992
B4,11,3942.759000000073,3817.4669999999633
B4,12,3968.901999999997,3763.173999999925
B4,13,3461.8510000001825,3538.9210000000835
B4,14,4015.5249999997977,3876.98000000003
B4,15,3989.295000000004,3875.38300000001
B4,16,4058.0130000000822,3901.053999999959
B4,17,4289.822000000054,3930.174000000175
B4,18,3971.530999999917,3853.42799999977
B4,19,3935.505999999922,3782.812999999941
B4,20,3870.184000000165,3748.969000000102
B4,21,3960.537999999847,3874.8630000000617
B4,22,3444.0369999999552,3451.976999999662
B4,23,3983.4029999998857,3763.170000000038
B4,24,3883.561000000313,3740.17300000018
B4,25,3849.451999999864,3827.118999999879
B4,26,3861.220000000109,3731.3560000002967
B4,27,4033.913000000222,3751.4389999997456
B4,28,4043.5389999999848,3825.371000000022
B4,29,3926.2149999999,3751.392999999936
B4,30,4049.9650000001,3757.9769999998016
B4,31,4189.326000000105,4072.679000000079
B4,32,4092.201000000184,3804.0609999998583
B4,33,3843.117000000173,3726.31400000012
B4,34,3848.024000000283,3866.756999999943
B4,35,4490.683000000217,4012.6950000001216
B4,36,4484.416999999574,4290.231999999783
B4,37,4084.9810000000975,3966.802999999963
B4,38,4176.225000000144,4273.22799999974
B4,39,3903.983999999916,4186.025000000093
B4,40,4090.340000000303,4119.334000000307
B4,42,4276.897000000446,3994.3090000003062
B4,43,4236.14299999997,4405.4409999994
B4,44,4656.831999999334,4126.809999999814
B4,45,3329.189999999649,3437.2820000001525
B4,46,4398.378999999508,3932.072999999648
B4,47,4514.9259999996975,4386.644000000217
B4,48,4151.1849999995575,3913.736999999529
B4,49,4361.366999999561,4205.467999999435
B4,50,4124.501000000613,4166.904999999943
B4,51,4304.542999999939,3978.7679999996326
B4,52,4358.258999999976,3875.204999999937
B4,53,4347.495999999395,4124.539000000204
B4,54,4217.759999999516,3857.875999999649
B4,55,4558.57199999965,4442.495000000157
B4,56,4018.0020000004647,3852.387000000235
B4,57,4552.571999999699,4018.051999999273
B4,58,4040.845999999654,3854.400999999896
B4,59,4294.1249999994825,4519.782000000027
B4,60,4601.74999999996,3829.032999999704
B4,61,3855.0199999995984,4182.802999999957
B4,62,4426.747000000119,4116.360999999458
B4,63,4198.611999999713,4058.397999999741
B4,64,4068.141999999497,3922.855999999975
B4,65,4177.10299999996,4046.282999999207
B4,66,4079.942999999808,4311.147000000126
B4,67,4061.915999999499,4044.5980000001214
B4,68,4173.420999999955,4326.5090000002
B4,69,4309.361000000677,4206.760999999837
B4,70,4131.933000000032,4283.889999999957
B4,71,3964.5660000005023,3915.389999999519
B4,73,4156.304999999527,4427.231000000198
B4,74,4500.36699999945,3870.903000000148
B4,75,4398.947000000319,3844.766000000277
B4,76,3610.7009999994943,3439.6560000002905
B4,77,4460.214999999934,3976.301999999876
B4,78,4152.182000000337,3986.69500000004
B4,79,4357.08200000029,4308.573000000315
B4,80,3947.310000000037,3951.239000000051
B4,81,3966.02499999954,3996.6360000001087
B4,82,4166.63599999989,3964.4219999992456
B4,83,4066.933999999911,3940.236000000041
B4,84,3967.2619999997496,3687.0850000001456
B4,85,4375.891000000464,3970.330999999661
B4,86,4321.647999999456,3961.1900000000583
B4,87,4048.2559999999166,4296.927999999589
B4,88,4424.514000000101,3766.107000000574
B4,89,4031.155999999925,4154.896999999381
B4,90,4219.478000000443,4048.949999999607
B4,92,3294.288999999395,3440.3270000007424
B4,93,4492.196999999365,4126.595999999871
B4,94,4299.956999998855,4137.755000000354
B4,95,4114.313999998842,3886.0560000006926
B4,96,3894.8199999992994,3697.9869999989032
B4,97,3743.7160000006734,3667.099999999479
B4,98,3838.0270000004657,3682.021999999563
B4,99,3792.7059999987023,3676.760999999474
B5,1,2233.349000000051,1886.905999999966
B5,3,1941.501999999984,1872.105000000124
B5,4,1964.9600000000155,1766.8640000001456
B5,5,1852.084000000032,1835.534999999888
B5,6,1961.896999999935,1802.8059999999343
B5,7,2124.805000000008,1755.829000000153
B5,8,1981.9150000000009,1844.495000000279
B5,9,1865.0979999996764,1852.8450000001585
B5,10,1851.8899999997448,1733.2910000003033
B5,11,1833.320000000249,1880.249000000056
B5,12,1883.6430000002124,1779.390999999908
B5,13,1855.1690000001563,1800.621000000113
B5,14,1906.049000000021,1720.2610000000006
B5,15,1882.7739999998091,1997.242000000288
B5,16,1993.8769999998665,2017.1669999999865
B5,17,1908.438000000068,1879.4099999999148
B5,18,2077.4669999998887,1887.5959999999916
B5,19,1870.057000000092,1651.1200000000058
B5,20,1937.3140000000787,2022.5389999999345
B5,21,1918.5319999999172,1794.8200000001968
B5,22,1932.6209999999123,1729.7069999999692
B5,23,1814.036999999935,1773.0689999999604
B5,24,1952.6879999998137,1639.9320000002326
B5,25,1936.702000000068,1879.705999999537
B5,27,1858.461000000311,1669.1330000000448
B5,28,1856.443999999513,1725.117999999526
B5,29,1853.730999999748,1771.6139999999214
B5,30,1777.3649999996976,1742.8410000004392
B5,31,1771.752999999876,1678.7229999994934
B5,32,1995.1260000006243,1807.8389999995893
B5,33,1826.3369999997888,1810.641999999696
B5,35,2064.9449999998737,1823.3590000003016
B5,36,1750.4449999998783,1668.8409999998655
B5,37,1831.659000000485,1767.6839999998251
B5,38,1783.5370000005569,1665.827000000064
B5,39,1733.6270000001264,1699.8879999992057
B5,40,1764.4869999999812,1663.8669999995411
B5,41,1806.7960000003325,1767.819000000337
B5,42,1766.5710000001056,1639.0920000004528
B5,43,2083.053999999862,1997.0000000002483
B5,44,1778.1829999998777,1821.6589999999755
B5,45,1980.618000000156,1608.550000000264
B5,46,1869.736999999816,1852.903999999711
B5,47,1978.7769999997092,1661.295999999979
B5,48,1850.9609999997067,1960.9530000002096
B5,49,1996.5770000007765,1734.2559999997677
B5,50,2010.3389999999167,1808.720000000541
B5,51,1835.2489999999832,1776.331999999492
B5,52,1942.9840000002584,1595.6899999993725
B5,53,2097.2539999997152,1786.5750000005676
B5,54,1951.590000000003,1841.624999999958
B5,55,1994.4629999999463,1910.9940000001657
B5,56,2043.9119999995369,1664.8009999995495
B5,57,1886.7860000000287,1694.512000000259
B5,58,1856.473000000136,1679.1720000002283
B5,59,1957.5529999995567,1696.173000000023
B5,60,2163.198999999949,1983.8380000001264
B5,61,1941.695999999382,1724.6659999994308
B5,62,1840.6630000002976,1679.7679999998038
B5,63,1958.8309999996056,2048.9709999997885
B5,64,1915.3410000001256,1772.5190000001944
B5,65,1811.76699999952,1617.3759999995596
B5,66,2182.4310000004843,1820.9989999995455
B5,67,1928.290000000388,1793.9049999995405
B5,68,2198.3409999997148,1681.6259999998806
B5,69,2005.8289999997924,1848.3790000001225
B5,70,1877.9660000003416,1578.9699999997354
B5,71,2037.3049999999891,1605.0080000002963
B5,72,1806.153999999616,1957.243999999747
B5,73,1701.672000000265,1610.0140000006036
B5,74,1791.9040000000664,1788.7979999997583
B5,75,1782.9220000002977,1644.246000000571
B5,76,2005.1240000000803,1882.9919999996391
B5,77,1955.7719999996336,1642.484999999638
B5,78,2092.0899999996577,1635.2739999998537
B5,79,1938.4429999993456,1685.0380000006382
B5,80,1955.3980000006632,1582.0900000003137
B5,81,2099.4690000009086,1935.164000000711
B5,82,1884.9200000001788,1860.783000001476
B5,83,1955.7040000002248,1896.278000000251
B5,84,1827.7439999998533,1549.692999999408
B5,85,2171.294000000046,1780.5690000010088
B5,86,1962.5580000006692,1896.9790000014088
B5,87,1962.6160000001391,1709.881999998331
B5,88,1745.1020000009976,1617.6659999995736
B5,89,1843.124000000529,1637.3050000009216
B5,90,1840.16099999873,1889.381999999884
B5,91,1716.1290000000663,1688.913999998931
B5,92,1915.9959999992536,1795.5660000001926
B5,93,2062.978999999743,1891.5919999997757
B5,94,1986.663999998584,1619.3750000006446
B5,95,1860.9379999983132,1707.52099999838
B5,96,1863.2359999983803,2017.5049999995308
B5,97,1939.1500000001115,1729.8579999991402
B5,98,1909.7529999996252,1591.4509999994664
B5,99,1911.026000000149,1693.412999999921
B6,2,6712.006000000326,6820.121000000067
B6,3,6551.7149999996245,6625.18599999995
B6,5,6430.879999999916,6533.842999999706
B6,6,6808.45400000063,6762.988000000192
B6,7,6894.931000000604,6810.059999999396
B6,9,6584.727999999985,6999.567000000262
B6,11,6739.294000000839,6940.335999999547
B6,12,6614.885999999487,6954.5790000002935
B6,13,6743.905000000439,6644.345999999857
B6,14,6657.905000000852,6715.30099999984
B6,15,6486.904000000848,6743.4889999997695
B6,16,6543.701000000013,6735.358000000247
B6,17,6553.068999998857,6570.415999998858
B6,18,6451.746999999841,6766.036000000142
B6,19,6467.871999999986,6746.080999999293
B6,20,6413.091000000648,6758.486999999036
B6,21,6617.848000001203,6897.920000000113
B6,22,6576.79600000094,6557.246999999933
B6,23,6488.016999998791,6638.573000000037
B6,24,6700.702000001613,6633.785000000004
B6,25,6638.602000000659,6775.670999999761
B6,26,6402.55499999931,6741.1889999995365
B6,27,6497.247000000428,6813.716999999997
B6,28,6375.219000000599,6717.588000000774
B6,29,6502.443000000469,6728.3140000000685
B6,30,6382.628999999085,6521.131999999597
B6,31,6594.169000001315,6697.809000000277
B6,33,7972.799000000919,6772.99400000031
B6,34,6354.497000000237,6801.178999999991
B6,35,6620.74000000068,6776.625000000536
B6,36,6284.877000000577,6353.692000001132
B6,37,6468.722999999343,6604.492999999323
B6,39,6756.535999997482,6757.359000001628
B6,40,6361.736000002338,6510.306000002685
B6,41,6550.286999999599,6581.64199999689
B6,42,6316.549999997534,6563.6839999996255
B6,43,6549.200000002031,6595.214999997268
B6,44,6628.185000000286,6547.964999999323
B6,45,6686.742999999496,6991.645999999463
B6,46,6461.348000001976,6442.854999999526
B6,47,6585.939000000707,6580.833000001007
B6,48,6443.176999997746,6593.7699999985
B6,49,6426.820999998028,6656.45100000134
B6,50,6441.662999996823,6492.749999999604
B6,51,6779.859000001665,6556.148000001372
B6,52,6574.295000000064,6511.546999998785
B6,53,6644.201000000294,6567.109999998876
B6,54,6327.586999997692,6826.683999999972
B6,55,6581.628999999367,6630.766000000676
B6,56,6545.070000001374,6416.213999997922
B6,57,6456.621000001661,6630.192999999452
B6,58,6437.116000000742,6532.933000002572
B6,59,6433.074000000261,6628.098000000193
B6,60,6344.74199999957,6499.486999999249
B6,61,6428.571000000716,6553.814000000102
B6,62,6452.5639999999385,6806.325000002999
B6,63,6884.446000000821,6824.642000001546
B6,64,7106.3769999994975,6683.967000000735
B6,65,6515.786999997886,6471.502000000129
B6,66,6136.422000000863,6582.592999997416
B6,67,6371.360999999353,6611.545000001939
B6,68,6319.888999996692,6643.8859999991
B6,69,6373.0999999975775,6548.663000000232
B6,70,6331.14500000076,6474.752999999111
B6,71,6635.770999999124,6619.262000000958
B6,72,6333.662999999489,6485.559999998003
B6,73,6393.955000000062,6588.393999997777
B6,74,6407.660000000704,6478.515000001295
B6,75,6418.350999997102,6483.427000002706
B6,76,6432.46499999961,6550.387999997298
